"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"2204590","","1048","MK-4"
"2204591","5.15","1048","Phylloquinone"
"2204592","0.06","1035","Riboflavin"
"2204593","0.08","1034","Thiamine"
"2204594","0.07","1038","Vitamin B6"
"2204595","10.1","1017","Folates (may contain folic acid)"
"2204596","0.8","1014","Niacin"
"2230403","1.72","1024","Fructose"
"2230404","1.64","1024","Glucose"
"2230405","0.25","1024","Lactose"
"2230406","0.25","1024","Maltose"
"2230407","0.28","1024","Sucrose"
"2230408","0.1","1030","Galactose"
"2230409","2.31","1004","Ash"
"2230410","0.197","1001","nitrogen"
"2230411","0.3","1003","Fat"
"2230412","89.7","1007","Moisture"
"2230413","30.1","1009","Calcium"
"2230414","0.0511","1009","Copper"
"2230415","0.372","1009","Iron"
"2230416","13","1009","Magnesium"
"2230417","0.0972","1009","Manganese"
"2230418","29","1009","Phosphorus"
"2230419","272","1009","Potassium"
"2230420","692","1009","Sodium"
"2230421","0.182","1009","Zinc"
"2230422","1.71","1024","Fructose"
"2230423","1.61","1024","Glucose"
"2230424","0.25","1024","Lactose"
"2230425","0.25","1024","Maltose"
"2230426","0.32","1024","Sucrose"
"2230427","0.1","1030","Galactose"
"2230428","2.3","1004","Ash"
"2230429","0.242","1001","nitrogen"
"2230430","0.2","1003","Fat"
"2230431","89.6","1007","Moisture"
"2230432","27","1009","Calcium"
"2230433","0.0763","1009","Copper"
"2230434","0.389","1009","Iron"
"2230435","14.4","1009","Magnesium"
"2230436","0.105","1009","Manganese"
"2230437","29.9","1009","Phosphorus"
"2230438","265","1009","Potassium"
"2230439","665","1009","Sodium"
"2230440","0.375","1009","Zinc"
"2230441","1.86","1024","Fructose"
"2230442","1.73","1024","Glucose"
"2230443","0.25","1024","Lactose"
"2230444","0.25","1024","Maltose"
"2230445","0.34","1024","Sucrose"
"2230446","0.1","1030","Galactose"
"2230447","2.26","1004","Ash"
"2230448","0.21","1001","nitrogen"
"2230449","0.1","1003","Fat"
"2230450","89.6","1007","Moisture"
"2230451","27.5","1009","Calcium"
"2230452","0.0595","1009","Copper"
"2230453","0.534","1009","Iron"
"2230454","15.4","1009","Magnesium"
"2230455","0.112","1009","Manganese"
"2230456","31","1009","Phosphorus"
"2230457","258","1009","Potassium"
"2230458","643","1009","Sodium"
"2230459","0.252","1009","Zinc"
"2230460","1.85","1024","Fructose"
"2230461","1.73","1024","Glucose"
"2230462","0.25","1024","Lactose"
"2230463","0.25","1024","Maltose"
"2230464","0.25","1024","Sucrose"
"2230465","0.1","1030","Galactose"
"2230466","2.13","1004","Ash"
"2230467","0.205","1001","nitrogen"
"2230468","0.2","1003","Fat"
"2230469","89.6","1007","Moisture"
"2230470","26.9","1009","Calcium"
"2230471","0.052","1009","Copper"
"2230472","0.494","1009","Iron"
"2230473","14","1009","Magnesium"
"2230474","0.107","1009","Manganese"
"2230475","28.4","1009","Phosphorus"
"2230476","242","1009","Potassium"
"2230477","640","1009","Sodium"
"2230478","0.175","1009","Zinc"
"2230479","1.64","1024","Fructose"
"2230480","1.55","1024","Glucose"
"2230481","0.25","1024","Lactose"
"2230482","0.25","1024","Maltose"
"2230483","0.27","1024","Sucrose"
"2230484","0.1","1030","Galactose"
"2230485","2.18","1004","Ash"
"2230486","0.174","1001","nitrogen"
"2230487","0.2","1003","Fat"
"2230488","90.7","1007","Moisture"
"2230489","26.5","1009","Calcium"
"2230490","0.0618","1009","Copper"
"2230491","0.333","1009","Iron"
"2230492","12","1009","Magnesium"
"2230493","0.0877","1009","Manganese"
"2230494","26.3","1009","Phosphorus"
"2230495","235","1009","Potassium"
"2230496","638","1009","Sodium"
"2230497","0.164","1009","Zinc"
"2230498","1.81","1024","Fructose"
"2230499","1.6","1024","Glucose"
"2230500","0.25","1024","Lactose"
"2230501","0.25","1024","Maltose"
"2230502","0.25","1024","Sucrose"
"2230503","0.1","1030","Galactose"
"2230504","2.31","1004","Ash"
"2230505","0.21","1001","nitrogen"
"2230506","0.2","1003","Fat"
"2230507","89.7","1007","Moisture"
"2230508","27.1","1009","Calcium"
"2230509","0.0518","1009","Copper"
"2230510","0.703","1009","Iron"
"2230511","14.1","1009","Magnesium"
"2230512","0.107","1009","Manganese"
"2230513","29.5","1009","Phosphorus"
"2230514","267","1009","Potassium"
"2230515","682","1009","Sodium"
"2230516","0.18","1009","Zinc"
"2230517","1.97","1024","Fructose"
"2230518","1.75","1024","Glucose"
"2230519","0.25","1024","Lactose"
"2230520","0.25","1024","Maltose"
"2230521","0.25","1024","Sucrose"
"2230522","0.1","1030","Galactose"
"2230523","2.01","1004","Ash"
"2230524","0.23","1001","nitrogen"
"2230525","0.1","1003","Fat"
"2230526","89.2","1007","Moisture"
"2230527","25.2","1009","Calcium"
"2230528","0.065","1009","Copper"
"2230529","0.435","1009","Iron"
"2230530","16.7","1009","Magnesium"
"2230531","0.121","1009","Manganese"
"2230532","32.3","1009","Phosphorus"
"2230533","243","1009","Potassium"
"2230534","649","1009","Sodium"
"2230535","0.176","1009","Zinc"
"2230536","1.89","1024","Fructose"
"2230537","1.51","1024","Glucose"
"2230538","0.25","1024","Lactose"
"2230539","0.25","1024","Maltose"
"2230540","0.3","1024","Sucrose"
"2230541","0.1","1030","Galactose"
"2230542","2.21","1004","Ash"
"2230543","0.214","1001","nitrogen"
"2230544","0.3","1003","Fat"
"2230545","89","1007","Moisture"
"2230546","23.8","1009","Calcium"
"2230547","0.0618","1009","Copper"
"2230548","0.379","1009","Iron"
"2230549","14.6","1009","Magnesium"
"2230550","0.102","1009","Manganese"
"2230551","30.5","1009","Phosphorus"
"2230552","297","1009","Potassium"
"2230553","662","1009","Sodium"
"2230554","0.18","1009","Zinc"
"2230555","2.02","1024","Fructose"
"2230556","1.79","1024","Glucose"
"2230557","0.25","1024","Lactose"
"2230558","0.25","1024","Maltose"
"2230559","0.25","1024","Sucrose"
"2230560","0.1","1030","Galactose"
"2230561","2.15","1004","Ash"
"2230562","0.235","1001","nitrogen"
"2230563","0.2","1003","Fat"
"2230564","89","1007","Moisture"
"2230565","24.6","1009","Calcium"
"2230566","0.0758","1009","Copper"
"2230567","0.458","1009","Iron"
"2230568","16.8","1009","Magnesium"
"2230569","0.114","1009","Manganese"
"2230570","32","1009","Phosphorus"
"2230571","253","1009","Potassium"
"2230572","626","1009","Sodium"
"2230573","0.208","1009","Zinc"
"2230574","1.92","1024","Fructose"
"2230575","1.7","1024","Glucose"
"2230576","0.25","1024","Lactose"
"2230577","0.25","1024","Maltose"
"2230578","0.28","1024","Sucrose"
"2230579","0.1","1030","Galactose"
"2230580","2.27","1004","Ash"
"2230581","0.221","1001","nitrogen"
"2230582","0.2","1003","Fat"
"2230583","89.2","1007","Moisture"
"2230584","25.2","1009","Calcium"
"2230585","0.0758","1009","Copper"
"2230586","0.461","1009","Iron"
"2230587","17.1","1009","Magnesium"
"2230588","0.118","1009","Manganese"
"2230589","32.4","1009","Phosphorus"
"2230590","250","1009","Potassium"
"2230591","664","1009","Sodium"
"2230592","0.365","1009","Zinc"
"2230593","1.83","1024","Fructose"
"2230594","1.65","1024","Glucose"
"2230595","0.25","1024","Lactose"
"2230596","0.25","1024","Maltose"
"2230597","0.25","1024","Sucrose"
"2230598","0.1","1030","Galactose"
"2230599","2.14","1004","Ash"
"2230600","0.221","1001","nitrogen"
"2230601","0.2","1003","Fat"
"2230602","89.1","1007","Moisture"
"2230603","23.5","1009","Calcium"
"2230604","0.0645","1009","Copper"
"2230605","0.432","1009","Iron"
"2230606","16.3","1009","Magnesium"
"2230607","0.12","1009","Manganese"
"2230608","31","1009","Phosphorus"
"2230609","247","1009","Potassium"
"2230610","639","1009","Sodium"
"2230611","0.176","1009","Zinc"
"2230612","1.96","1024","Fructose"
"2230613","1.69","1024","Glucose"
"2230614","0.25","1024","Lactose"
"2230615","0.25","1024","Maltose"
"2230616","0.25","1024","Sucrose"
"2230617","0.1","1030","Galactose"
"2230618","2.32","1004","Ash"
"2230619","0.224","1001","nitrogen"
"2230620","0.3","1003","Fat"
"2230621","89.2","1007","Moisture"
"2230622","25.9","1009","Calcium"
"2230623","0.0711","1009","Copper"
"2230624","0.385","1009","Iron"
"2230625","16.2","1009","Magnesium"
"2230626","0.106","1009","Manganese"
"2230627","32.2","1009","Phosphorus"
"2230628","271","1009","Potassium"
"2230629","675","1009","Sodium"
"2230630","0.193","1009","Zinc"
"2231055","2.64","1022","Ash"
"2231056","29.7","1019","Fat - Mojo, Acid Hydrolysis"
"2231057","53.2","1028","Moisture - Vacuum Oven"
"2231058","2.22","1018","Nitrogen - Kjeldahl"
"2231059","26.2","1009","Calcium"
"2231060","0.077","1009","Copper"
"2231061","2.07","1009","Iron"
"2231062","23.3","1009","Magnesium"
"2231063","0.235","1009","Manganese"
"2231064","106","1009","Phosphorus"
"2231065","226","1009","Potassium"
"2231066","787","1009","Sodium"
"2231067","2.29","1009","Zinc"
"2231111","3.36","1022","Ash"
"2231112","25.4","1019","Fat - Mojo, Acid Hydrolysis"
"2231113","52","1028","Moisture - Vacuum Oven"
"2231114","2","1018","Nitrogen - Kjeldahl"
"2231115","0.176","1016","Pyridoxine Hydrochloride"
"2231116","0.15","1013","Riboflavin"
"2231117","0.0528","1012","Total Thiamin Hydrochloride"
"2231118","13.6","1009","Calcium"
"2231119","0.048","1009","Copper"
"2231120","1.23","1009","Iron"
"2231121","13.7","1009","Magnesium"
"2231122","0.034","1009","Manganese"
"2231123","143","1009","Phosphorus"
"2231124","341","1009","Potassium"
"2231125","1030","1009","Sodium"
"2231126","2.37","1009","Zinc"
"2231127","2.23","1014","Niacin"
"2231128","0.31","1015","Pantothenic Acid"
"2231129","52.6","1061","Cholesterol"
"2231130","19.2","1056","Vitamin C"
"2231180","3.35","1022","Ash"
"2231181","28.2","1019","Fat - Mojo, Acid Hydrolysis"
"2231182","47.6","1028","Moisture - Vacuum Oven"
"2231183","1.74","1018","Nitrogen - Kjeldahl"
"2231184","0.237","1052","alpha-Tocopherol"
"2231185","","1052","alpha-Tocotrienol"
"2231186","","1052","beta-Tocopherol"
"2231187","","1052","beta-Tocotrienol"
"2231188","","1052","delta-Tocopherol"
"2231189","","1052","delta-Tocotrienol"
"2231190","","1052","gamma-Tocopherol"
"2231191","","1052","gamma-Tocotrienol"
"2231192","0.137","1016","Pyridoxine Hydrochloride"
"2231193","0.1","1013","Riboflavin"
"2231194","0.0518","1012","Total Thiamin Hydrochloride"
"2231195","8.31","1009","Calcium"
"2231196","0.053","1009","Copper"
"2231197","1.03","1009","Iron"
"2231198","10.6","1009","Magnesium"
"2231199","0.018","1009","Manganese"
"2231200","124","1009","Phosphorus"
"2231201","361","1009","Potassium"
"2231202","1010","1009","Sodium"
"2231203","1.98","1009","Zinc"
"2231204","2.39","1014","Niacin"
"2231205","0.29","1015","Pantothenic Acid"
"2231206","59","1061","Cholesterol"
"2231207","28.5","1057","Total Lipid"
"2231251","2.74","1022","Ash"
"2231252","28.1","1019","Fat - Mojo, Acid Hydrolysis"
"2231253","54.2","1028","Moisture - Vacuum Oven"
"2231254","2.43","1018","Nitrogen - Kjeldahl"
"2231255","0.356","1052","alpha-Tocopherol"
"2231256","","1052","alpha-Tocotrienol"
"2231257","","1052","beta-Tocopherol"
"2231258","","1052","beta-Tocotrienol"
"2231259","","1052","delta-Tocopherol"
"2231260","","1052","delta-Tocotrienol"
"2231261","0.232","1052","gamma-Tocopherol"
"2231262","","1052","gamma-Tocotrienol"
"2231263","0.137","1016","Pyridoxine Hydrochloride"
"2231264","0.12","1013","Riboflavin"
"2231265","0.0411","1012","Total Thiamin Hydrochloride"
"2231266","33.9","1009","Calcium"
"2231267","0.089","1009","Copper"
"2231268","1.85","1009","Iron"
"2231269","23.5","1009","Magnesium"
"2231270","0.258","1009","Manganese"
"2231271","111","1009","Phosphorus"
"2231272","218","1009","Potassium"
"2231273","794","1009","Sodium"
"2231274","2.35","1009","Zinc"
"2231275","2.14","1014","Niacin"
"2231276","0.22","1015","Pantothenic Acid"
"2231277","61.1","1061","Cholesterol"
"2231340","2.78","1022","Ash"
"2231341","28","1019","Fat - Mojo, Acid Hydrolysis"
"2231342","53.9","1028","Moisture - Vacuum Oven"
"2231343","2.37","1018","Nitrogen - Kjeldahl"
"2231344","0.142","1016","Pyridoxine Hydrochloride"
"2231345","0.12","1013","Riboflavin"
"2231346","0.0352","1012","Total Thiamin Hydrochloride"
"2231347","31.2","1009","Calcium"
"2231348","0.094","1009","Copper"
"2231349","1.76","1009","Iron"
"2231350","24","1009","Magnesium"
"2231351","0.273","1009","Manganese"
"2231352","109","1009","Phosphorus"
"2231353","214","1009","Potassium"
"2231354","789","1009","Sodium"
"2231355","2.33","1009","Zinc"
"2231356","2.4","1014","Niacin"
"2231357","59.9","1061","Cholesterol"
"2231358","18.2","1050","Total Vitamin A"
"2231401","0.83","1039","Vitamin B12"
"2231402","2.97","1022","Ash"
"2231403","32.5","1019","Fat - Mojo, Acid Hydrolysis"
"2231404","49.3","1028","Moisture - Vacuum Oven"
"2231405","2.01","1018","Nitrogen - Kjeldahl"
"2231406","0.401","1052","alpha-Tocopherol"
"2231407","","1052","alpha-Tocotrienol"
"2231408","","1052","beta-Tocopherol"
"2231409","","1052","beta-Tocotrienol"
"2231410","","1052","delta-Tocopherol"
"2231411","","1052","delta-Tocotrienol"
"2231412","0.188","1052","gamma-Tocopherol"
"2231413","","1052","gamma-Tocotrienol"
"2231414","0.159","1016","Pyridoxine Hydrochloride"
"2231415","0.17","1013","Riboflavin"
"2231416","11.6","1010","Selenium"
"2231417","0.0881","1012","Total Thiamin Hydrochloride"
"2231418","2.76","1043","Betaine"
"2231419","2.26","1043","Choline"
"2231420","1.93","1043","GPC"
"2231421","0.416","1043","PCho"
"2231422","27.7","1043","PtdCho"
"2231423","6.03","1043","SM"
"2231424","38.3","1043","Total Choline"
"2231425","96.5","1009","Calcium"
"2231426","0.09","1009","Copper"
"2231427","1.38","1009","Iron"
"2231428","23.2","1009","Magnesium"
"2231429","0.227","1009","Manganese"
"2231430","149","1009","Phosphorus"
"2231431","219","1009","Potassium"
"2231432","784","1009","Sodium"
"2231433","1.52","1009","Zinc"
"2231434","2.97","1014","Niacin"
"2231435","0.47","1015","Pantothenic Acid"
"2231436","70.7","1061","Cholesterol"
"2232644","45.3","1009","Calcium"
"2232645","0.0249","1009","Copper"
"2232646","0.203","1009","Iron"
"2232647","7.63","1009","Magnesium"
"2232648","0.0464","1009","Manganese"
"2232649","15.4","1009","Phosphorus"
"2232650","113","1009","Potassium"
"2232651","945","1009","Sodium"
"2232652","0.0994","1009","Zinc"
"2232653","2.78","1022","Ash"
"2232654","0.44","1019","Fat - Mojo, Acid Hydrolysis"
"2232655","95.7","1028","Moisture - Vacuum Oven"
"2232656","0.07","1018","Nitrogen - Kjeldahl"
"2232657","0.1","1030","Galactose"
"2232658","0.25","1024","Lactose"
"2232659","0.25","1024","Maltose"
"2232660","0.25","1024","Sucrose"
"2232661","0.7","1024","Fructose"
"2232662","0.64","1024","Glucose"
"2232663","54.4","1009","Calcium"
"2232664","0.0267","1009","Copper"
"2232665","0.208","1009","Iron"
"2232666","7.06","1009","Magnesium"
"2232667","0.0436","1009","Manganese"
"2232668","13.5","1009","Phosphorus"
"2232669","98.9","1009","Potassium"
"2232670","1220","1009","Sodium"
"2232671","0.107","1009","Zinc"
"2232672","3.44","1022","Ash"
"2232673","0.7","1019","Fat - Mojo, Acid Hydrolysis"
"2232674","93.7","1028","Moisture - Vacuum Oven"
"2232675","0.07","1018","Nitrogen - Kjeldahl"
"2232676","0.1","1030","Galactose"
"2232677","0.25","1024","Lactose"
"2232678","0.25","1024","Maltose"
"2232679","0.25","1024","Sucrose"
"2232680","0.63","1024","Fructose"
"2232681","0.68","1024","Glucose"
"2232709","46.5","1009","Calcium"
"2232710","0.0266","1009","Copper"
"2232711","0.178","1009","Iron"
"2232712","7.13","1009","Magnesium"
"2232713","0.0504","1009","Manganese"
"2232714","17.1","1009","Phosphorus"
"2232715","108","1009","Potassium"
"2232716","1060","1009","Sodium"
"2232717","0.0992","1009","Zinc"
"2232718","0.1","1030","Galactose"
"2232719","0.25","1024","Lactose"
"2232720","0.25","1024","Maltose"
"2232721","0.25","1024","Sucrose"
"2232722","0.74","1024","Fructose"
"2232723","0.69","1024","Glucose"
"2232724","2.96","1022","Ash"
"2232725","0.63","1019","Fat - Mojo, Acid Hydrolysis"
"2232726","94.3","1028","Moisture - Vacuum Oven"
"2232727","0.07","1018","Nitrogen - Kjeldahl"
"2232728","46.6","1009","Calcium"
"2232729","0.0271","1009","Copper"
"2232730","0.212","1009","Iron"
"2232731","8.36","1009","Magnesium"
"2232732","0.0548","1009","Manganese"
"2232733","18.7","1009","Phosphorus"
"2232734","118","1009","Potassium"
"2232735","971","1009","Sodium"
"2232736","0.112","1009","Zinc"
"2232737","0.1","1030","Galactose"
"2232738","0.25","1024","Lactose"
"2232739","0.25","1024","Maltose"
"2232740","0.25","1024","Sucrose"
"2232741","0.84","1024","Fructose"
"2232742","0.8","1024","Glucose"
"2232743","2.85","1022","Ash"
"2232744","0.65","1019","Fat - Mojo, Acid Hydrolysis"
"2232745","94.2","1028","Moisture - Vacuum Oven"
"2232746","0.07","1018","Nitrogen - Kjeldahl"
"2232747","44.7","1009","Calcium"
"2232748","0.0243","1009","Copper"
"2232749","0.253","1009","Iron"
"2232750","7.71","1009","Magnesium"
"2232751","0.0741","1009","Manganese"
"2232752","18","1009","Phosphorus"
"2232753","107","1009","Potassium"
"2232754","999","1009","Sodium"
"2232755","0.108","1009","Zinc"
"2232756","0.1","1030","Galactose"
"2232757","0.25","1024","Lactose"
"2232758","0.25","1024","Maltose"
"2232759","0.25","1024","Sucrose"
"2232760","0.75","1024","Fructose"
"2232761","0.74","1024","Glucose"
"2232762","2.73","1022","Ash"
"2232763","0.87","1019","Fat - Mojo, Acid Hydrolysis"
"2232764","94.3","1028","Moisture - Vacuum Oven"
"2232765","0.06","1018","Nitrogen - Kjeldahl"
"2232766","51","1009","Calcium"
"2232767","0.0258","1009","Copper"
"2232768","0.212","1009","Iron"
"2232769","7.36","1009","Magnesium"
"2232770","0.0425","1009","Manganese"
"2232771","15.4","1009","Phosphorus"
"2232772","112","1009","Potassium"
"2232773","1040","1009","Sodium"
"2232774","0.0907","1009","Zinc"
"2232775","0.1","1030","Galactose"
"2232776","0.25","1024","Lactose"
"2232777","0.25","1024","Maltose"
"2232778","0.25","1024","Sucrose"
"2232779","0.64","1024","Fructose"
"2232780","0.62","1024","Glucose"
"2232781","3.08","1022","Ash"
"2232782","0.57","1019","Fat - Mojo, Acid Hydrolysis"
"2232783","94.2","1028","Moisture - Vacuum Oven"
"2232784","0.07","1018","Nitrogen - Kjeldahl"
"2232785","39.4","1009","Calcium"
"2232786","0.0218","1009","Copper"
"2232787","0.168","1009","Iron"
"2232788","6.19","1009","Magnesium"
"2232789","0.039","1009","Manganese"
"2232790","16.5","1009","Phosphorus"
"2232791","111","1009","Potassium"
"2232792","739","1009","Sodium"
"2232793","0.125","1009","Zinc"
"2232794","2.18","1022","Ash"
"2232795","0.26","1019","Fat - Mojo, Acid Hydrolysis"
"2232796","95","1028","Moisture - Vacuum Oven"
"2232797","0.07","1018","Nitrogen - Kjeldahl"
"2232798","0.1","1030","Galactose"
"2232799","0.25","1024","Lactose"
"2232800","0.25","1024","Maltose"
"2232801","0.25","1024","Sucrose"
"2232802","0.65","1024","Fructose"
"2232803","0.72","1024","Glucose"
"2232804","51.3","1009","Calcium"
"2232805","0.023","1009","Copper"
"2232806","0.187","1009","Iron"
"2232807","6.81","1009","Magnesium"
"2232808","0.0707","1009","Manganese"
"2232809","17.2","1009","Phosphorus"
"2232810","96.9","1009","Potassium"
"2232811","701","1009","Sodium"
"2232812","0.151","1009","Zinc"
"2232813","0.1","1030","Galactose"
"2232814","0.25","1024","Lactose"
"2232815","0.25","1024","Maltose"
"2232816","0.25","1024","Sucrose"
"2232817","0.71","1024","Fructose"
"2232818","0.72","1024","Glucose"
"2232819","2.02","1022","Ash"
"2232820","0.6","1019","Fat - Mojo, Acid Hydrolysis"
"2232821","95.2","1028","Moisture - Vacuum Oven"
"2232822","0.08","1018","Nitrogen - Kjeldahl"
"2232823","48.9","1009","Calcium"
"2232824","0.0221","1009","Copper"
"2232825","0.178","1009","Iron"
"2232826","6.85","1009","Magnesium"
"2232827","0.0637","1009","Manganese"
"2232828","15.5","1009","Phosphorus"
"2232829","118","1009","Potassium"
"2232830","810","1009","Sodium"
"2232831","0.124","1009","Zinc"
"2232832","0.1","1030","Galactose"
"2232833","0.25","1024","Lactose"
"2232834","0.25","1024","Maltose"
"2232835","0.25","1024","Sucrose"
"2232836","0.77","1024","Fructose"
"2232837","0.74","1024","Glucose"
"2232838","2.33","1022","Ash"
"2232839","0.55","1019","Fat - Mojo, Acid Hydrolysis"
"2232840","94.9","1028","Moisture - Vacuum Oven"
"2232841","0.08","1018","Nitrogen - Kjeldahl"
"2232842","51.3","1009","Calcium"
"2232843","0.0209","1009","Copper"
"2232844","0.351","1009","Iron"
"2232845","6.55","1009","Magnesium"
"2232846","0.0433","1009","Manganese"
"2232847","16.6","1009","Phosphorus"
"2232848","110","1009","Potassium"
"2232849","806","1009","Sodium"
"2232850","0.103","1009","Zinc"
"2232851","0.1","1030","Galactose"
"2232852","0.25","1024","Lactose"
"2232853","0.25","1024","Maltose"
"2232854","0.25","1024","Sucrose"
"2232855","0.69","1024","Fructose"
"2232856","0.67","1024","Glucose"
"2232857","2.38","1022","Ash"
"2232858","0.68","1019","Fat - Mojo, Acid Hydrolysis"
"2232859","94.9","1028","Moisture - Vacuum Oven"
"2232860","0.08","1018","Nitrogen - Kjeldahl"
"2232861","40.4","1009","Calcium"
"2232862","0.0209","1009","Copper"
"2232863","0.176","1009","Iron"
"2232864","6.99","1009","Magnesium"
"2232865","0.0722","1009","Manganese"
"2232866","15.2","1009","Phosphorus"
"2232867","123","1009","Potassium"
"2232868","800","1009","Sodium"
"2232869","0.118","1009","Zinc"
"2232870","0.1","1030","Galactose"
"2232871","0.25","1024","Lactose"
"2232872","0.25","1024","Maltose"
"2232873","0.25","1024","Sucrose"
"2232874","0.75","1024","Fructose"
"2232875","0.73","1024","Glucose"
"2232876","2.33","1022","Ash"
"2232877","0.55","1019","Fat - Mojo, Acid Hydrolysis"
"2232878","94.6","1028","Moisture - Vacuum Oven"
"2232879","0.08","1018","Nitrogen - Kjeldahl"
"2232880","50.4","1009","Calcium"
"2232881","0.0292","1009","Copper"
"2232882","0.172","1009","Iron"
"2232883","7.08","1009","Magnesium"
"2232884","0.0542","1009","Manganese"
"2232885","15.3","1009","Phosphorus"
"2232886","107","1009","Potassium"
"2232887","799","1009","Sodium"
"2232888","0.103","1009","Zinc"
"2232889","2.74","1022","Ash"
"2232890","0.49","1019","Fat - Mojo, Acid Hydrolysis"
"2232891","95","1028","Moisture - Vacuum Oven"
"2232892","0.08","1018","Nitrogen - Kjeldahl"
"2232893","0.1","1030","Galactose"
"2232894","0.25","1024","Lactose"
"2232895","0.25","1024","Maltose"
"2232896","0.25","1024","Sucrose"
"2232897","0.64","1024","Fructose"
"2232898","0.61","1024","Glucose"
"2232899","0.0187","1009","Manganese"
"2232900","13.3","1009","Phosphorus"
"2232901","101","1009","Potassium"
"2232902","722","1009","Sodium"
"2232903","0.0798","1009","Zinc"
"2232904","65.3","1009","Calcium"
"2232905","0.0242","1009","Copper"
"2232906","0.14","1009","Iron"
"2232907","5.29","1009","Magnesium"
"2232908","2.46","1022","Ash"
"2232909","0.63","1019","Fat - Mojo, Acid Hydrolysis"
"2232910","95.4","1028","Moisture - Vacuum Oven"
"2232911","0.07","1018","Nitrogen - Kjeldahl"
"2232912","0.1","1030","Galactose"
"2232913","0.25","1024","Lactose"
"2232914","0.25","1024","Maltose"
"2232915","0.25","1024","Sucrose"
"2232916","0.52","1024","Fructose"
"2232917","0.52","1024","Glucose"
"2232918","60.6","1009","Calcium"
"2232919","0.0253","1009","Copper"
"2232920","0.243","1009","Iron"
"2232921","6.71","1009","Magnesium"
"2232922","0.0665","1009","Manganese"
"2232923","14.2","1009","Phosphorus"
"2232924","112","1009","Potassium"
"2232925","709","1009","Sodium"
"2232926","0.104","1009","Zinc"
"2232927","0.1","1030","Galactose"
"2232928","0.25","1024","Lactose"
"2232929","0.25","1024","Maltose"
"2232930","0.25","1024","Sucrose"
"2232931","0.58","1024","Fructose"
"2232932","0.57","1024","Glucose"
"2232933","2.2","1022","Ash"
"2232934","0.6","1019","Fat - Mojo, Acid Hydrolysis"
"2232935","95.4","1028","Moisture - Vacuum Oven"
"2232936","0.07","1018","Nitrogen - Kjeldahl"
"2232937","44.9","1009","Calcium"
"2232938","0.0202","1009","Copper"
"2232939","0.133","1009","Iron"
"2232940","5.8","1009","Magnesium"
"2232941","0.042","1009","Manganese"
"2232942","13.8","1009","Phosphorus"
"2232943","86.9","1009","Potassium"
"2232944","643","1009","Sodium"
"2232945","0.0834","1009","Zinc"
"2232946","0.1","1030","Galactose"
"2232947","0.25","1024","Lactose"
"2232948","0.25","1024","Maltose"
"2232949","0.25","1024","Sucrose"
"2232950","0.7","1024","Fructose"
"2232951","0.65","1024","Glucose"
"2232952","2.02","1022","Ash"
"2232953","0.9","1019","Fat - Mojo, Acid Hydrolysis"
"2232954","95.4","1028","Moisture - Vacuum Oven"
"2232955","0.08","1018","Nitrogen - Kjeldahl"
"2232956","43.7","1009","Calcium"
"2232957","0.0253","1009","Copper"
"2232958","0.163","1009","Iron"
"2232959","6.62","1009","Magnesium"
"2232960","0.0384","1009","Manganese"
"2232961","14.4","1009","Phosphorus"
"2232962","105","1009","Potassium"
"2232963","659","1009","Sodium"
"2232964","0.104","1009","Zinc"
"2232965","0.1","1030","Galactose"
"2232966","0.25","1024","Lactose"
"2232967","0.25","1024","Maltose"
"2232968","0.25","1024","Sucrose"
"2232969","0.62","1024","Fructose"
"2232970","0.6","1024","Glucose"
"2232971","1.99","1022","Ash"
"2232972","0.42","1019","Fat - Mojo, Acid Hydrolysis"
"2232973","95.4","1028","Moisture - Vacuum Oven"
"2232974","0.08","1018","Nitrogen - Kjeldahl"
"2232975","57.9","1009","Calcium"
"2232976","0.0239","1009","Copper"
"2232977","0.173","1009","Iron"
"2232978","6.13","1009","Magnesium"
"2232979","0.0446","1009","Manganese"
"2232980","14.7","1009","Phosphorus"
"2232981","97.7","1009","Potassium"
"2232982","688","1009","Sodium"
"2232983","0.0995","1009","Zinc"
"2232984","0.1","1030","Galactose"
"2232985","0.25","1024","Lactose"
"2232986","0.25","1024","Maltose"
"2232987","0.25","1024","Sucrose"
"2232988","0.68","1024","Fructose"
"2232989","0.58","1024","Glucose"
"2232990","2.41","1022","Ash"
"2232991","0.52","1019","Fat - Mojo, Acid Hydrolysis"
"2232992","95.5","1028","Moisture - Vacuum Oven"
"2232993","0.05","1018","Nitrogen - Kjeldahl"
"2232994","50.2","1009","Calcium"
"2232995","0.0285","1009","Copper"
"2232996","0.15","1009","Iron"
"2232997","7.8","1009","Magnesium"
"2232998","0.0645","1009","Manganese"
"2232999","17","1009","Phosphorus"
"2233000","105","1009","Potassium"
"2233001","733","1009","Sodium"
"2233002","0.114","1009","Zinc"
"2233003","2.12","1022","Ash"
"2233004","0.08","1019","Fat - Mojo, Acid Hydrolysis"
"2233005","95.1","1028","Moisture - Vacuum Oven"
"2233006","0.09","1018","Nitrogen - Kjeldahl"
"2233007","0.1","1030","Galactose"
"2233008","0.25","1024","Lactose"
"2233009","0.25","1024","Maltose"
"2233010","0.25","1024","Sucrose"
"2233011","0.63","1024","Fructose"
"2233012","0.59","1024","Glucose"
"2238607","2.02","1022","Ash"
